question,Cluster_Label
What did Arjuna ask about meditation?,26
Did Arjuna ever ask Krishna to repeat what he had already said?,44
Did Krishna ever repeat what he had already said in the Gita?,8
Is God same as the Self that dwells in all beings?,27
Which luminous body did Krishna compare God with?,47
Which Veda did Krishna compare God with?,47
Which mountain did Krishna compare God with?,47
Which water reservoir did Krishna compare God with?,47
Which sage did Krishna compare God with?,47
Which tree did Krishna compare God with?,47
Which horse and elephant did Krishna compare God with?,47
Which weapon did Krishna compare God with?,47
Which aquatic being did Krishna compare God with?,47
Which bird did Krishna compare God with?,47
Which warrior did Krishna compare God with?,47
Which science did Krishna compare God with?,47
What letter did Krishna compare God with?,47
Which feminine quality did Krishna compare God with?,47
Which hymn did Krishna compare God with?,47
Which fraudulent activity did Krishna compare God with?,47
Which Pandava did Krishna compare God with?,47
Which secret did Krishna compare God with?,47
Can anything exist without God?,27
What are the limitations of God and his manifestations?,27
What is the source of power and energy in human beings?,25
Is it useful to have a detailed knowledge of how the universe functions?,63
Did Arjuna's delusion get dispelled?,26
Did Arjuna hear the Gita in detail?,44
When did Arjuna want to see Krishna's divine form?,44
Where in Gita did Arjuna ask Krishna to reveal his divine form?,44
Where in the Gita did Krishna start revealing his divine form to Arjuna?,44
What did Arjuna first see in Krishna's divine form?,44
Did Krishna show Arjuna the whole universe in his divine form?,44
Is it possible to see God with our own eyes?,35
What did Sanjay say on seeing Krishna's divine form?,55
How did Sanjay describe Krishna's divine form?,55
What was Krishna wearing when he showed his divine form?,55
How was the splendour of Krishna's divine form?,55
How vast was Krishna's divine form?,55
What was Arjuna's physical reaction on seeing Krishna's divine form?,44
Did Arjuna see other Gods in Krishna's divine form?,44
Did Krishna's divine form have a beginning and an end? What is the proof of God's existence? What is the proof of God? How do we know that God exists?,55
How can we describe Krishna's divine form?,55
"After seeing Krishna's divine form, was Arjuna convinced that he indeed is the supreme God?",44
How many arms and eyes did Krishna's divine form have?,55
Did Krishna's divine form invoke love or fear?,55
Are the devas afraid of the supreme God?,19
How do the Devas look upon God?,27
Was Arjuna terrified after seeing Krishna's divine form?,44
Why was Arjuna scared after seeing Krishna's divine form?,44
Did Arjuna feel comfortable on seeing Krishna's divine form?,44
Did Arjuna see the Kauravas inside Krishna?,44
Did Arjuna see warriors being crushed by Krishna?,18
What did Arjuna compare Krishna's mouth with?,44
What did Arjuna compare the creatures entering Krishna's mouth with?,44
How did Arjuna describe various living beings entering Krishna's divine form?,44
What did Arjuna ask Krishna to do after seeing his terrifying divine form?,44
Were the warriors in the Mahabharata war destined to die?,46
Was Arjuna merely an intrument in the war to carry out mass termination of human beings?,18
How did Krishna convince Arjuna that he is going to win in the war?,18
Was Arjuna choked with emotion on seeing Krishna's divine form?,44
Who is afraid of God?,19
Why do the sages bow down to God?,48
who is the knower as well as the object of knowledge?,59
What does Arjuna compare Krishna with?,44
Did Arjuna finally realise that Krishna was God himself?,44
When did Arjuna develop devotion towards Krishna?,44
Did Arjuna ever treat Krishna with disrespect?,44
Did Arjuna realise that Krishna was the highest being?,44
When did Arjuna ask for Krishna's mercy?,44
Was Arjuna delighted after seeing Krishna's divine form?,44
When did Arjuna ask Krishna to show his gracious form?,44
Had anyone seen Krishna's divine form before Arjuna?,44
Can we get to see Krishna's divine form through austerities? Can we get to see God through austerities?,55
Did Krishna get back to his usual form in the war?,55
When Krishna get back to his usual form in the war?,55
When did Arjuna gain his composure after seeing the divine form?,44
Is it easy to get to see God's divine  form? Is it easy to get to see God?,27
Can we get to see Krishna's divine form through rituals?,55
Is devotion necessary to know God?,10
What happens to those who have no enemies?,37
When did Arjuna start asking about devotion?,26
Who is considered to be the highest among Yogis?,24
What happens to those who meditate on formless God?,37
What happens after we have controlled our senses?,20
Is God with form or formless?,27
What is the use of having faith in God?,10
Is it useful to pray to God?,10
What should we fix our mind on during meditation? Where does Krishna talk about surrender? Where does Gita talk about surrender?,3
What do I do if I am unable to focus my mind?,20
What do I do if I am unable to practice Yoga?,23
What do I do if I am unable to do selfless service?,15
Is there anything better than meditation for spiritual growth?,36
Why should we develop compassion?,61
Are people with a firm conviction dear to God? Who is dear to God?,19
Are people free from fear and aversion dear to God?,19
Are people free from desires and agony dear to God? Who is a true devotee?,19
Are people free from hatred and full of devotion dear to God?,19
Are people free from all attachment dear to God?,19
Are people with a firm mind dear to God?,19
Are people with faith dear to God?,19
What is the concept of kshetra (field) and kshetrajna (knower of the field)?,39
Who is the kshetrajna (knower of all fields)?,39
What are the properties of the kshetra (field)?,39
Which is the most conclusive reference for learning Vedanta?,62
What are the various elements of Prakriti (physical nature)?,33
What all constitutes the kshetra (field)?,39
Are humility and sincerity useful for spiritual growth?,36
Is ego a hindrance in spiritual growth?,36
Is attachment to family members a hindrance to spiritual growth?,36
Does solitude help in spiritual growth?,36
What is true knowledge?,59
How can I obtain freedom from death?,3
How can we describe Brahman?,50
What is the relation between Gunas and Brahman?,50
Is it possible to comprehend Brahman?,50
Is there one undivided Brahman or multiple Brahmans?,50
How can I attain the state of Brahman?,50
How does it help to have the knowledge of kshetra and kshetrajna? Who is fit to attain salvation?,39
When did Prakriti and Purusha originate?,33
What is the role of the Self or Purusha in human experience?,33
Who experiences the nature around perceived through the sense organs?,35
What is the role of the Self or seer in the human body?,35
What is the benefit of gaining knowledge of Purusha and Prakriti?,33
What are the various ways of realising or perceiving the self within the body?,38
What happens if we have only a partial or slightly incorrect knowledge of the self?,2
Is it possible for a human or another living being to exist without the presence of the kshetrajna or self in the body?,35
Is it possible to see and experience things as they truly are?,35
How can we avoid injuring our own mind?,20
Are actions done by Prakriti (nature) or by the self or soul residing in the body?,33
Is it possible to perceive Brahman or consciousness in all beings?,35
Does the Self or soul undergo changes with time?,40
Can you give me an analogy to understand the immutability of consciousness or Purusha?,16
Can we think of consciousness like the sun which illuminates the whole world?,35
What is the use of learning to differentiate between Purusha (consciousness) and Prakriti (physical nature)?,33
Does Krishna truly reveal all spiritual knowledge in the Gita?,8
What happens to those who attain unity with God?,37
How are all living beings born in this universe?,40
Who are the father and the mother of the universe?,56
What are the gunas of prakriti?,33
What is sattva?,22
What is rajas?,4
What is tamas?,22
"What are the effects of sattva, rajas and tamas?",22
Which among the three gunas is the most powerful?,54
What is sign of sattva in a person?,22
What is the sign of rajas in a person?,4
What is the sign of tamas in a person?,22
What happens to a human being in whom sattva is predominant?,22
What happens to a human being in whom rajas is predominant? What happens to a human being in whom tamas is predominant?,22
What is the result of sattvic action? What is the result of rajasic action? What is the result of tamasic action?,22
What does sattva lead to? What does rajas lead to? What does tamas lead to? ,22
What happens to those who abide in sattva? What happens to those who abide in rajas? What happens to those who abide in tamas?,22
Who performs all the actions in this universe?,56
What happens when the Self goes beyond the three gunas of prakriti?,33
What did Arjuna wanted to know about the three gunas?,26
How does a person who has transcended the three gunas behave?,54
What is the attitude of a person who has transcended the three gunas?,54
How does a person who has transcended the three gunas treat pleasure and pain?,54
How does a person who has transcended the three gunas treat honor and dishonor?,54
What happens to those who serve God with unwavering devotion?,48
What is the relation between God and Brahman? Who is God? What is God?,50
What does the Gita say about the inverted peepul tree? What does the Gita say about the inverted asvattha tree?,7
What does the Krishna say about the asvattha tree?,13
What is the reference about the asvattha tree in the Gita? What is the reference about the peepal tree in the Gita?,7
What is the purpose or goal of life?,41
Is it possible to become completely free of desires? Is it possible to become completely free of dualities of life?,17
What happens to those who reach the supreme abode of God?,37
Why do human beings feel so attracted by sensual objects?,17
Does the soul or Self carry the mind with itself after death of the body?,58
How does the soul or self experiences the various sense objects?,35
Why can't all human beings perceive the soul or self?,35
Why can't we perceive the self or soul?,35
Where do the sun and moon draw their illumination from?,56
What is source of nourishment?,61
Does the soul or self also play a role in various bodily functions?,25
What is the source of memory and knowledge in this universe?,59
What is the difference between kshara and akshara purusha? Are there two kinds of purushas? How many kinds of Purushas are there?,39
Who supports the whole universe? Who is the supreme Purusha?,56
Why is God called purushottama or the supreme person?,33
What should be our attitude towards God?,27
What is the benefit of learning Gita? Why should we learn the Gita?,49
What are the qualities of people with a divine nature? ,29
What are the qualities of spiritual people? ,36
What are the qualities of people with a spiritual nature?,36
What are the qualities of a person of demonic nature? What are the qualities of a person of evil nature?,29
What does divine or spiritual nature in a person lead to? What does demonic nature in a person lead to?,29
Where in the Gita does Krishna describe people with demonic nature?,8
What are the traits of people with demonic nature?,29
What are the beliefs of people with demonic nature?,29
Why are some people so cruel and destructive? Why are some people so evil?,29
What is the result of insatiable desires?,17
What motivates people with a demonic nature to act?,29
Why are some people so unethical and immoral?,41
What is the attitude of a person with demonic nature?,29
What is the attitude of a person with evil nature?,29
What is the attitude of arrogant people?,2
Eventually what happens to people with a demonic nature? Eventually what happens to people with a evil nature?,29
What is the result of sacrifices and rituals performed by people of demonic nature? What is the result of sacrifices and rituals performed by people of evil nature?,12
How do egoistic people view God? How do evil people view God? How do demonic people view God?,29
Eventually what happens to people with a hateful nature? Eventually what happens to people with a cruel nature?,29
Is there any possibility of salvation for people with a demonic nature? Is there any possibility of salvation for people with an evil nature? ,29
What are the gateways to hell? Is there a concept of hell and heaven in hinduism? Which people go to hell?,9
What kind of people work for their inner development? What kind of people become spiritual? Can everyone become spiritual?,36
What happens to those who do not follow the scriptures? ,37
Is it necessary to follow the scriptures? Are scriptures relevant for modern times?,62
What did Arjuna want to know about people who do not follow the scriptures?,26
What are the three types of faith that people have?,4
Does each person have faith in something? Why do different people have faith in different things? What leads to the differences in faith we see among human beings?,59
What do the sattvic people worship? What do the rajasic people worship? What do the tamasic people worship?,22
What kind of austerities are performed by people of demonic nature? What kind of austerities are performed by people of evil nature?,29
Is it advisable to perform extreme austerities? Is it good to perform extreme austerities? Is it beneficial to perform extreme austerities?,41
How many kinds of foods are there?,51
"Which foods are considered to be sattvic? Which foods are considered to be pure? Are sweets sattvic, rajasic or tamasic?",22
"Which foods are considered to be rajasic? Which foods are considered to generate energy? Are sour foods sattvic, rajasic or tamasic?",22
"Which foods are considered to be tamasic? Which foods are considered to generate lethargy? Are stale foods sattvic, rajasic or tamasic?",22
What kind of sacrifice is considered sattvic? What kind of sacrifice is considered pure?,12
What kind of sacrifice is considered rajasic?,12
What kind of sacrifice is considered tamasic?,12
What is considered to be austerity of the body? What is considered to be bodily austerity?,41
What is considered to be austerity of speech? Is recitation of scriptures a good idea?,41
What is considered to be austerity of the mind? ,16
What is considered to be sattvic austerity? What is considered to be austerity of sattva? What is considered to be pure austerity?,22
What is considered to be rajasic austerity? What is considered to be austerity of rajas?,4
What is considered to be tamasic austerity? What is considered to be austerity of tamas?,22
What kind of gifts are considered to be sattvic? What kind of gifts are considered to be pure?,12
What kind of gifts are considered to be rajasic?,4
What kind of gifts are considered to be tamasic?,12
what is the meaning and significance of om tat sat? What is the threefold designation of Brahman?,22
What is the significance of Om? What is the meaning of Om? What is the significance of Aum? What is the meaning of AUM?,31
How should we perform sacrifices? What is the best way of performing sacrifices? How should we perform rituals? What is the best way of performing rituals? What does the word tat mean?,12
What is the meaning of Sat?,22
What is the significance of sat?,22
what is asat or untruth?,2
Was Arjuna curious about renunciation?,26
What is sannyasa? What is renunciation?,39
Should all actions be abandoned as evil?,32
How many types of tyaga are there?,51
